artist,song,topic,X,Y,release,lyricist,title,lyric
HY,Y＆I,-1,-3.025912,5.3856797,2008-04-16,Yuhei Mlyazato＆Izumi Nakasone,Y＆I,充実してる日々の中で思えば月日が流れていて あの時の事が正しいかなんて今さら問い直す必要はないけど 大好きだった君の仕草 照れながら見せたその愛くるしさ 今だけは細かい事抜きにして 弱虫だった君 気にして 大好きだったよ 長い月日をあなたと共に過ごして来て わがままなトコも理解出来ない所も全てを愛してくれた たった一人だったんだよ 心も体も許せる人 本当に全部好きだったよ ありがとうじゃ足りないくらい 他人より遠くなる少しずつ二人の距離 行く先は違う道でも 君がいない事を 今頃考えて どうにもなるはずもない 終わった恋なのに 真実だけが正しいのならこんなに込み上げる答えはでない あの時の事が正しいかなんて知るはずもなく進むこの先 嫌な事全部好きなの全て つぶやき握ってくれた左手 今だけは細かい事抜きにして 思い返す君の華奢な右手 二人に流れる幸せな時間 時には自分を責める瞬間 過ぎてゆく日々変えられない記憶 互いの思いは交差してゆく 君がいない事が 君といない日々が 当たり前になっていく うすれゆくあの頃 笑っている君を 今でも思い出す だけど僕は進むよ また、誰かを愛す為に 充実してる日々の中で 思えば月日が流れていて
HY,Cheaters,0,-0.48989743,8.851436,2008-04-16,Izumi Nakasone & TUN,Cheaters,最近あなた怪しいんじゃない? 携帯だってロックかかって 私の事はすごく怪しむくせに 何だかおかしいよ 見たのよ 可愛いお返事だこと きっと 縦巻きロールにお姉系の あなた好みの上からabcって また女をモノみたいに それでも手に入れたいから お得意のそのお口で うまく檻に引き寄せたのね 週末の夜 i took the phone and 慣れた手つきで remove a lock hey!! 偶然鳴り出すあのメロディーと共に 思い出すあのmemory 暇と寂しさ装いながら 一夜限りのmake loveならば 僕の愛を少し分けよう さぁ 先週の夢の続きを 一人が寂しい? そんなのあたり前じゃない 渡す気なんてこれっぽっちもないよ 今楽しい? そんなのない…ない… 愛しいあなたが他の誰かを抱いているのに 何か物足りない朝 昨日までのあの想いはさよなら 何もなかったように別れた 偶然道ですれ違うような 育んだ偽りの愛で 満ち溢れた心は痛んで病んで ないものねだり 男に降りかかる後の祭り 笑える。何を焦っているの? 何か不都合な事でも起きたの? そうよね… だってこれはかわいいあの子のピアス わざと忘れていくなんて 相手も結構やるのね darling あなたを渡すくらいなら 理性がきかないあなたでも 愛してあげるから わかっているの あなたには私だけって だから知らないフリしてあげる けど本音言ったらやっぱり嫌だよ あなたが他の誰かを抱いてるのは… いつまでたっても子供じゃないのよ 全て知ってる私の身になって 優しくされたら不安になるのがgirl また誰か抱いた?って… 一人が寂しい? そんなのあたり前じゃない 渡す気なんてこれっぽっちもないよ 今楽しい? そんなのない…ない… 愛しいあなたが他の誰かを… わかっているの あなたには私だけって だから知らないフリしてあげる けど本音言ったらやっぱり嫌だよ make love は愛し合ってる二人のもの
HY,私のHERO,0,-4.039826,7.3013268,2012-03-07,Izumi Nakasone,私のHERO,伝えたい事がある 大切な事だから 今日だけはちゃかさないで最後まで聞いてよね とんでもない出逢いだった 初めから許されない恋だった だからこそ互いに引き寄せられて 二人しか知らない 想いの強さだけを ただ信じて夢見て 今日この日を… 大好きなあなたへ届け 私が貴方を愛してる気持ち 捧げて目に見えぬものも全て 私だけに 生涯をかけて愛すから 「二人が宿命であるなら また、いつか出逢える」 そう言って泣いて別れた夜 それから長い月日を 別々に過ごしてたのに 巡り巡って また会えるなんて 何かが二人を引き寄せた… あの日偶然に 再会した日の夜 もう、決めてた 貴方と二度と離れない 大切なあなたへ届け 私が貴方を愛してる気持ち 捧げて目に見えぬものも全て 私だけに 生涯をかけて愛すなら 揺るがないこの想いを たった一人のあなたへ 終りのない 増え続ける愛 あなたと最期の日まで あの日の出逢いから 始まった二人の未来 ここまで本当に 色々乗り越えてきた あなたじゃなきゃいけないから 私と生涯を共に…
HY,君が僕にくれたもの,-1,-1.2867401,4.6663957,2012-12-05,Hideyuki Shinzato,君が僕にくれたもの,自分で自分を決め付けていた その先を知る事もなく 籠の中の鳥はいつしか飛ぶことも忘れてく 僕の前で今流れて行く 景色は前？後ろなのか チクタクチクタク時は チクチク胸を刺してくる 情けないね 君一人も 幸せにしてあげられない 男だけど いつかきっと太陽になって君を包むから 君が僕にくれたもの その言葉に僕は 自分を信じて行こうと決めたんだ 僕の中に芽生えた 愛と夢の花を 君が踏み出す先 一面に 灰色に染まった世界を 君が色をつけ始める 一つではない色んな色の 空の青 涙をこらえる時は いつも君の姿を思い出す 僕はまだ歩いて行けるよね 変わらず ずっと太陽のように 君を見守り続けるよ 何が僕を そう焦らすのか 君を待つ風に身を任せるように 翼広げ 思い描くのさ 高く飛べるはず どこまでも 君が僕にくれたもの 温かな微笑みで 僕の夜が明け始めて行く 降りそそいだ光を 体中で集めて 君が見つめる 未来に いつの間にか 気付けば こんな遠いとこまで来たんだね 振り向いた二人の目に 飛び込んだものは 優しい光 埋めつくした花 空には虹 君と僕 あの花の事 覚えてる？ 君が僕にくれたもの
HY,ささくれ,0,-1.0996575,7.3256707,2006-03-15,TUN,ささくれ,自分で開いて覗いたその箱の 中身はまるで僕の頭の中 もみくちゃで悲惨で訳が分からないよ もう終わりにしてよ くすんだ景色がなぜか鮮やかに 見えるのも心が病んでる証拠なんだろう このままその先もそれが続くなら もう終わりにしよう いつか自分の中の全てを掻きだして 少し羽を休めて夜空を眺めてたいよ そんなことを言ったって 時に置き去りにされるなら 声が枯れるまで 全てを引き裂いても この音は止まないよ この目で見るまで この音は消えないよ その時まで 刻んで投げ捨てた答えをまた探して つなぎ合わせるのを繰り返す時期なんだろう ひとつずつ積み上げる何度も試行錯誤して 積み立てて登って見渡して いくら背伸びをしたって取れるのも限界があるし 近道してつかんだって気持ちは納得しないし このまま見過ごすだけじゃ 振り向きもしない だから声が枯れるまで 何かをつかむまで 閉じた目 塞いだ耳の奥で 現在も加速し続ける何かが 僕を押し出して 全てを引き裂いても この音は止まないよ この目で見るまで この音は消えないよ 全てを引き裂いても この音は止まないよ この目で見るまで この音は消えないよ その時まで
HY,Ocean,2,1.8984582,7.076141,2006-03-15,Hideyuki Shinzato,Ocean,let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean 海で二人立ち止まったまま 波の声 風の声 聞いてる ただ太陽が沈むまで二人 まだ辺りは君と二人だった 月の光が照らし出して 海に星空映しだして願い出した 星に手をかざし光りだした 君と二人 「幸せになりたいなあ」なんて 思わない人は地球にはいない だから必死で頑張ってんだ 嫌な光が届かない 場所を見つけだそう 自分の力信じて 過ち犯したことリセットして ためして自分にあったものを 探すのもいいんじゃないか キミは砂浜にしゃがみこんで 手のひらいっぱい色とりどりの貝で あの頃に戻った輝く瞳 なんだかね光取り戻すよ ほらごらんよその花が 美しく見えるのは めいいっぱい せいいっぱい 自分の愛をうけ またほかの力をこめて 海で二人立ち止まったまま 波の声 風の声 聞いてる ただ太陽が沈むまで二人 まだ辺りは君と二人だった 月の光が照らし出して 海に星空映しだして 願い出した 星に手をかざし 光りだした 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean キミは砂浜にしゃがみこんで 手のひらいっぱい色とりどりの貝で あの頃に戻った輝く瞳 なんだかね光取り戻すよ 「幸せになりたいなあ」なんて 思わない人は地球にはいない だから必死で頑張ってんだ 嫌な光が届かない場所を見つけだそう 自分の力信じて過ち犯したことリセットして ためして自分にあったものを探すのも 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… 駆け出した 夢をつかみに行きました 急いだ 何処までも続く道を 自分の翼大きく広げ飛び立った 虹をこえ… ほらごらんよその花が 美しく見えるのは めいいっぱい せいいっぱい 自分の愛をうけ またほかの力をこめて let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean let's go everybody let's go to the love ocean
HY,この物語,-1,-2.89101,5.702375,2006-04-12,Hideyuki Shinzato,この物語,見上げた星空は 涙でにじんでいた ぼんやり光るあなたを 手に入れる事ってどんな感じがするのかな? 怖いものなんか無くなるのかな? ため息が胸を揺らす 求められる時間が僕にまといつく ずっと握り締めてた手の中に この物語は始まっていった 走り出したあなたの目に映る 何かがそうさせるのさ 必死になって今日まで辛い事だって振り切って キレイな花だってそうだ 雨に打たれても少しずつ 与えられた使命を咲かせる為に行くのさ夢を見て 認めて欲しいのさ 自分の存在を誰かに 傷つけて悲しみこらえなくていいよ 全てが繋がって僕という現在が在る 一人でも欠けちゃいけない いつも心のフィルムを巻き戻せるように あと少しでもう少しってとこなのに 失敗したっていいさ 見に行こう この物語の最後はなんだっていいから いつも信じてきた事がある 支えてくれたみんなの 言葉が心の中で勇気へと変わってゆく 出来ることから始めればいいさ それに繋がる何かであれば きっと見えてくるはず しっかりと受け止めて 鏡に映ったお前に問いかける どこまでやれるのかな? なんてさぁ 今ここに立っていて世界を見渡して 越えて見せるよ何度でも そこに僕という答えがある 自分を見つける事が一番難しいのかもしれないね 走り出したあなたの目に映る 何がそうさせるのさ 必死になって今日まで辛い事だって振り切って 一歩ずつ
HY,かなぶんの羽,-1,-2.2983599,4.196272,2006-03-15,Hideyuki Shinzato,かなぶんの羽,世界で一番大きな物を見た それは 君が何かに向かって 頑張っている姿さ 雨に打たれて消えゆく花 美しくなる君 こんなにきれいな星空だけど 君にはどう映ってるかな？ 長く長く延びた線路を歩いて行こう どんなに歩いても 辿りは着けない いつもがスタートだから 小さな翼広げて あの海を越えて行こう 大きな波が僕を追いかけて行く 雨に打たれて消えゆく花 美しくなる君 こんなにきれいな星空だけど 君にはどう映ってるかな？ 昨日よりも今日が楽しくなってくように 雨が降り そこから何かを得て 歩んで行こう 小さな翼広げて あの海を越えて行こう 大きな波が僕を追いかけて行く この世界中の中で 君は一人しか居ないから それでも 苦しみや悲しみの雨は続いて行く 少しの勇気と暖かな心で 小さな翼広げ 君のもとへ 小さな翼広げて あの海を越えて 大きな波が僕を追いかけて行く 小さな翼広げて あの海を越えて行こう 大きな波が僕を追いかけて行く
HY,旅立ち,-1,-1.7422189,5.4925146,2006-03-15,Tun,旅立ち,心地よいbeat 刻むそしてrhythm 新たな旅に向け心踊る 後退のネジはずしアクセル全開 爽快な気分でいざ出発 振り向けば僕らの足跡 がっちりと支えてくれたまわりの仲間 最終的には日本全土communication sessionかますオレ達のdream 深く輝く月の下 今日も本当にいい日でした 永遠に輝く星空の下 新しい旅に出ると決めました 深く輝く月の下 今日も本当にいい日でした 永遠に輝く星空の下 新しい旅に出ると決めました 今宵の月にマジで一目惚れ 今夜hy 盛大なパーティー テンション上がりっぱなし 新しい旅立ちを祝いワインで乾杯 初めてのワイン マジでしょっぱい 大人になった気分で胸いっぱい 失敗続きの男女問題 そんなのけちらすぜ どんなもんだい 今夜はノリノリで 踊り明かさないと 調子にのって朝までオールナイト ならばいつもの様にかまさないと 見せつけろ これがhyモード 深く輝く月の下 今日も本当にいい日でした 永遠に輝く星空の下 新しい旅に出ると決めました 深く輝く月に願いを 止めどなく流れる今を 見つめ歌い続け 未来見えるまで さあ行こう くだらない人生さえも ポジティブに生きようとすれば it's funny the party every day 深く輝く月の下 今日も本当にいい日でした 永遠に輝く星空の下 新しい旅に出ると決めました 深く輝く月に願いを 止めどなく流れる今を 見つめ歌い続け 未来見えるまで さあ行こう…
HY,33ナンバー,1,-2.1234405,5.8332853,2006-03-15,Hideyuki Shinzato,33ナンバー,いくつもの道 出会い別れてゆく そして僕らは 何かを求めてゆく 小さな泣き声が 大きな笑い声に 変わるよいつか きっと今なんだよね 逃げたりしないよ君は 光が遮られても 誰も知らない何処かで 夢を愛し続けて 果てしなく続く道 今を生きこれからも 一人でいじけてないで 心にしまい込まないで 嘘の自分は勇気が足りない 地球を感じながら 宇宙を想像して 生きた事を 生きる意味を まだ届かない小さな光は 今 夜空を目指す 気づいて欲しいよ 僕のこの思いを きっといつかは 今も向かっているから いくつもの道 出会い別れてゆく そして僕らは 何かを求めてゆく 小さな泣き声が 大きな笑い声に 変わるよいつか きっと今なんだよね 逃げたりしないよ君は 光が遮られても 誰も知らない何処かで 夢を愛し続けて 果てしなく続く道 今を生きこれからも まだ届かない小さな光は 今 夜空を目指す 気づいて欲しいよ 僕のこの思いを きっといつかは 今も向かっているから まだ届かない 小さな光は まだ届かない 小さな光は
HY,ビLOカナVEナスエル,0,-3.4327486,8.656224,2008-04-16,Izumi Nakasone,ビLOカナVEナスエル,いつもの帰り道 弱虫な私が あなたを見つけた恋に堕ちた 季節はめぐってまた春が来る このままあなたを見てるだけか こみ上げる思い誰も知らない 思いは言葉にしなきゃ伝わらない 今、私、たくさんの勇気と強さを背負って伝えにいくよ 「好きで 好きで たまらなくて 今も実はパニックで とにかくあなたを長い間ずっと見ていたんです」 「友達からでいいから…」なんて 言ってはみたものの何もわからない 変わらない日々 変わらないあなた ニコリともせず走ってゆくの? あぁーもう、やっぱ言わなければよかったのかな 思いを伝えるのって難しいね 「好きで 好きで たまらなくて 忘れられそうにないけど こんなの嫌だってそう思った だから…」あなたよ サヨナラ あれから心に大きな穴があいた やっぱりあれは色恋じゃなく きっと そうだ とてつもなく大きな恋 「好きで 好きで たまらなくて 四六時中思ってた けれどあなた曖昧な答え 聞きたいのはyesかnoだけ」 「好きで 好きで たまらなくて 後悔なんかしたくなくて…」 だから告げたあの帰り道 春が来る事信じて… 「好きで 好きで たまらなくて 今も実はパニックで とにかくあなたを長い間ずっと見ていたんです」 「好きで 好きで たまらなくて 忘れられそうにないけど 叶わぬ恋だってそう思った…」 だけどあなたを探す帰り道
HY,くも,-1,-1.0155538,7.0518794,2006-03-15,Hideyuki Shinzato,くも,真っ白なページに 何書こうか？ 思い出にしようか 夢を描こうか！！ ３つの世界で僕らは生きている 大嫌いになったり 大好きになったり あ～思い出すたびに 悩まずに顔を上げよう 何したって上手くはいかずに話す言葉も 思い出さ この世界で君しかできない事 必ずあるさ だってこの世に君は一人なんだもん！ 空の向こうには 何があるのだろう？ 君の心の中にそれがあるんだよ あー 君は一人ぼっちじゃ 泣かないでね 大好きな仲間と大切な今を この世界で君しかできない事 必ずあるさ だってこの世に君は一人なんだもん！ この世界で君しかできない事 必ずあるさ だってこの世に君は一人なんだもん！
HY,すてきなキッカケ,6,-1.5932835,3.0934894,2006-03-15,Hideyuki Shinzato,すてきなキッカケ,いつもの様に家路へ向かう なぜか狭い道ばかり歩いて 僕だけの秘密の帰り道 すてきなキッカケを見つけに 僕はいつからこんなにも雨が嫌いになったの? どうしてなのかな お陽さまの光浴びたがっているの つまずいたって何度も同じ事を繰り返したって 気付くまで 投げ出す事が分からないのかもしれないね あぁ振り返る事ばかりで 今はただ時に身をまかせ でも思い出して キミは今から前を向いて どんなに遠くたって くじけそうになっても 夕日に沿って見えた 海の道を思い出して たとえ認められなくても マイナスとは違うよ そのあなたの気持ちが いつの日にか “ふっ”と笑い微笑むだろう 迷ってばかりの毎日 やり切れずに過ごしてため息ついてさ すてきな出会い寄って来い そんなうちに想いは離れてゆく あの雲の様にふわりゆらり浮かんでいたい 風に全てをあずけて自由に このままゆっくり消えて… いつも手で壁沿いをたどって 怖くて前は向かずにいた それでもなぜか私を呼ぶ声がする 信じて 探し物はもういい 見つけたい事があるから そう簡単にはいかないさ やっとひとつずつ 目に浮かんだ涙には どんな意味を持つの それが悲しみとしたら 強く優しいあなたに次はきっと どんなにこんなに頑張っても そんなにもう歩けないよ 言い訳なんかしていたら いちばん自分で分かっているはず どんなに遠くたって くじけそうになっても 夕日に沿って見えた 海の道を思い出して たとえ認められなくても マイナスとは違うよ そのあなたの気持ちが いつの日にか “ふっ”と笑い微笑むだろう 探し物はもういい 見つけたい事があるから そう簡単にはいかないさ やっとひとつずつ 人はこの世界で 一番弱いものかも そんな僕たちだから 強い心があるかもしれないね
HY,ポーカーフェイス,-1,-1.2369096,5.901733,2006-04-12,TUN,ポーカーフェイス,ポーカーフェイスを装った君を乗せて 無言で走る夜の高速の上 ラジオだけがテンションhi 君とうらはら もしも週末ならボタンを押してパラシュートで逃げる 全て空回り もう君なんか知らない 些細なことでいつもぶつかる愛 深くなる 今日も見え隠れする歪なジェラシー 二人を包む沈黙とそれを破るラジオ 君を窺いながら下らない話を切り出す 自分に嫌気が差す 無駄に吹かすアクセル 増えるため息と 荒くなるドライビング それでもポーカーフェイス お願いだから話してよ そんな顔しないで 笑う君が見たいだけ 君の全てを剥ぎ取って 今 僕の愛を着せる 変なプライドは要らない いつかそれを消せたなら もっと二人の景色に色がついて愛は強くなる そんな顔しないで 笑う君が見たいだけ 君の全てを剥ぎ取って 今 僕の愛を着せる 変なプライドは要らない いつかそれを消せたなら もっと二人の景色に色がついて愛は そんな言葉は要らない 何も言わず抱きしめて 互いの温もりが伝わり お決まりのキスをして 窓から海風 少し寄り道して帰る ほら 空には輝く星 手をつないで さぁ家に帰ろう
HY,たった一言,-1,-1.390504,7.5879006,2010-08-11,HY,たった一言,大切な 必要な言葉をあなたは誰かに たった一言 伝えてる? 暗い部屋の中 テレビをつけてため息が出る 「今日も疲れた」 1日が終わりきる前に もう明日の事を考えては また出る ため息 いつも耐えては まだまだなんて言える自分がいたなら… また誰かに責任を投げて 見ないフリは当たり前 思い出すあの頃 戻れるならもう一度 思い出で気を紛らわせてさ いつだってこうやって 避けてきた 逃げてきた 理由やいい訳ばかりを並べて 泣きたいのは自分の方だって 誰かと比べて自分を見つめない それでいいの? 夏の夜の風 ひとり吹かれ 鳴き止まない セミの声 残された 僅かな時間 わかるように夢を奏で 力が入れば また空回り 他人の失敗は指さして笑い 痛みを伴い そんな時 そばにいて お願い 急に寂しくなって 君に会いたくなった 僕の心の隙間を埋めて 自分でいっぱいで 優しくなれなくて あなたの事 ちゃんと見てたかな あんなにも好きだと 触れていた 言っていた 二人が今じゃもう 冷めた顔して 同じ夢に向かってた あの頃と何かが違うよ 互いに感じてるでしょ 答えが全てなんかじゃない 追い求められる視線が怖い 暗闇の中 彷徨って 忘れかけてた言葉 それは… たった一言 たった一言 たった一言のそれが… いつだってこうやって 避けてきた 逃げてきた そんな自分には戻らない あの頃とは違う景色が 今は広がって 生まれ変わる 新しい風を感じて 幸せな事だった あなたがいてくれた日々 遠回りしたけど また手を取り合って いつだって たった一言 たった一言…
HY,あなたへ,4,-3.102728,5.948822,2018-05-23,Shun Naka,あなたへ,離れてわかること 当たり前じゃないってこと 離れなきゃわからないこと こんなに見つけたの どこに居たって いつも心に吹いてる あなたの声 約束の風 今日も心に吹く南風 「あなたの夢は私の夢」って言ってくれたあなたへ あなたが好きなあの星のように 輝いて輝いてみせるから 疲れた体を ソファに預けたまま つけっぱなしのテレビから 流れてきた音 すぐにわかるよ すり込まれた島の声 帰りたくなって 電話をかけた 心 降る雨 傘をさしてくれた 剥がれかけてたあなたの言葉 もう一度貼りなおして 「あなたに代わるモノなんてないの」 そう言ってくれたあの日から 何回も大嫌いになって なりたい自分を消そうとした サヨナラを言えないのは やっぱり大好きだから 「あなたの夢は私の夢」って言ってくれたあなたへ あなたが好きなあの星のように 輝いて輝いてみせるから
HY,DREAMING,8,1.2318943,6.300823,2006-03-15,TUN,DREAMING,あがるvoltage nonstopタイマー フロアー中飛びかう tightな highとlow microphone 握りしめフルセットファイト毎度みせる200％ 音は響くぜ 壮大に脳内に駆け巡るラウドに 常に無限の可能性を求めるぜ 日々の集大成をだす play 止められない限界へ挑戦 止まない歓声 止まない風 吹いているか そこに俺達の風は 届いているか この音は どこまでも羽をはばたいて止まらずに そうこの場所に用は無く 只止まる訳も無く先を行く あの場所へ続くこの道を見続けて 見えてきたか行くべき場所は 聞こえて来たか心に響く音は 前編ですでに後退のネジははずした 加速して行く琉球の台風は 5つの魂を形に替え 旋律となり北上中 準備は整った用意はいいか？？ 5つの旋律が描く風景画のように 高速で暴走次世代メロディとなり脳内を洗脳 もう止められないプロジェクト フルスピードでインプット始動のし上がる 日本の頂上流球最高峰のmixtureが どこまでも羽をはばたいて止まらずに そうこの場所に用は無く 只止まる訳も無く先を行く あの場所へ続くこの道を見続けて 見えて来たか行くべき場所は 聞こえて来たか心に響く音は どこまでも羽をはばたいて止まらずに そうこの場所に用は無く 只止まる訳も無く 先を行く あの場所へ続くこの道を見続けて 見えて来たか行くべき場所は 聞こえて来たか心に響く音は どこまでも羽をはばたいて止まらずに そうこの場所に用は無く 只止まる訳も無く 先を行く あの場所へ続くこの道を見続けて 見えて来たか行くべき場所は 聞こえて来たか心に響く音は
HY,ありがとう,-1,-2.9735935,8.003543,2017-03-01,Izumi Nakasone,ありがとう,悩んだ時 一緒に考えてくれた 泣いた時 一緒に泣いてくれた 困った時 いつも助けてくれて 色んな私をあなたには見せたけど いつもあなたの笑顔で 救われた自分がいた いつもあなたの笑顔で 幸せになる 不安な時 たくさんの言葉をくれて 辛い時 側に来て支えてくれた ダメな時 ちゃんとしかってくれて 色んなあなたを私も見てきた いつもあなたの言葉で 救われた自分がいた いつもあなたの言葉で 幸せになる つまらない時でもあなたと 一緒にいれたら最高にhappy ずっと側にいたいあなたと 歌ってこの歌を いつもあなたの笑顔で 救われた自分がいた いつもあなたの笑顔で 幸せに いつもあなたの言葉で 救われた自分がいた いつもあなたの言葉で 幸せになる 幸せになる
BUMP OF CHICKEN,天体観測,-1,-0.8184165,5.238584,2001-03-14,藤原基央,天体観測,午前二時 フミキリに 望遠鏡を担いでった ベルトに結んだラジオ 雨は降らないらしい 二分後に君が来た 大袈裟な荷物しょって来た 始めようか 天体観測 ほうき星を探して 深い闇に飲まれないように 精一杯だった 君の震える手を 握ろうとした あの日は 見えないモノを見ようとして 望遠鏡を覗き込んだ 静寂を切り裂いて いくつも声が生まれたよ 明日が僕らを呼んだって 返事もろくにしなかった 「イマ」という ほうき星 君と二人追いかけていた 気が付けばいつだって ひたすら何か探している 幸せの定義とか 哀しみの置き場とか 生まれたら死ぬまで ずっと探している さぁ 始めようか 天体観測 ほうき星を探して 今まで見つけたモノは 全部覚えている 君の震える手を 握れなかった痛みも 知らないモノを知ろうとして 望遠鏡を覗き込んだ 暗闇を照らす様な 微かな光 探したよ そうして知った痛みを 未だに僕は覚えている 「イマ」という ほうき星 今も一人追いかけている 背が伸びるにつれて 伝えたい事も増えてった 宛名の無い手紙も 崩れる程 重なった 僕は元気でいるよ 心配事も少ないよ ただひとつ 今も思い出すよ 予報外れの雨に打たれて 泣きだしそうな 君の震える手を 握れなかった あの日を 見えてるモノを見落として 望遠鏡をまた担いで 静寂と暗闇の帰り道を 駆け抜けた そうして知った痛みが 未だに僕を支えている 「イマ」という ほうき星 今も一人追いかけている もう一度君に会おうとして 望遠鏡をまた担いで 前と同じ 午前二時 フミキリまで駆けてくよ 始めようか 天体観測 二分後に君が来なくとも 「イマ」という ほうき星 君と二人追いかけている
BUMP OF CHICKEN,ray,-1,-3.6676657,5.223958,2014-03-12,Motoo Fujiwara,ray,お別れしたのはもっと 前の事だったような 悲しい光は封じ込めて 踵すり減らしたんだ 君といた時は見えた 今は見えなくなった 透明な彗星をぼんやりと でもそれだけ探している しょっちゅう唄を歌ったよ その時だけのメロディーを 寂しくなんかなかったよ ちゃんと寂しくなれたから いつまでどこまでなんて 正常か異常かなんて 考える暇も無い程 歩くのは大変だ 楽しい方がずっといいよ ごまかして笑っていくよ 大丈夫だ あの痛みは 忘れたって消えやしない 理想で作った道を 現実が塗り替えていくよ 思い出はその軌跡の上で 輝きになって残っている お別れしたのは何で 何のためだったんだろうな 悲しい光が僕の影を 前に長く伸ばしている 時々熱が出るよ 時間がある時眠るよ 夢だと解るその中で 君と会ってからまた行こう 晴天とはほど遠い 終わらない暗闇にも 星を思い浮かべたなら すぐ銀河の中だ あまり泣かなくなっても 靴を新しくしても 大丈夫だ あの痛みは 忘れたって消えやしない 伝えたかった事が きっとあったんだろうな 恐らくありきたりなんだろうけど こんなにも お別れした事は 出会った事と繋がっている あの透明な彗星は 透明だから無くならない ◯×△どれかなんて 皆と比べてどうかなんて 確かめる間も無い程 生きるのは最高だ あまり泣かなくなっても ごまかして笑っていくよ 大丈夫だ あの痛みは 忘れたって消えやしない 大丈夫だ この光の始まりには 君がいる
BUMP OF CHICKEN,カルマ,-1,-1.274376,7.560587,2005-11-23,藤原基央,カルマ,ガラス玉ひとつ 落とされた 追いかけてもうひとつ 落っこちた ひとつ分の陽だまりに ひとつだけ残ってる 心臓が始まった時 嫌でも人は場所を取る 奪われない様に 守り続けてる 汚さずに保ってきた手でも 汚れて見えた 記憶を疑う前に 記憶に疑われてる 必ず僕らは出会うだろう 同じ鼓動の音を目印にして ここに居るよ いつだって呼んでるから くたびれた理由が重なって揺れる時 生まれた意味を知る 存在が続く限り 仕方無いから場所を取る ひとつ分の陽だまりに ふたつはちょっと入れない ガラス玉ひとつ 落とされた 落ちた時 何か弾き出した 奪い取った場所で 光を浴びた 数えた足跡など 気付けば数字でしか無い 知らなきゃいけない事は どうやら１と０の間 初めて僕らは出会うだろう 同じ悲鳴の旗を目印にして 忘れないで いつだって呼んでるから 重ねた理由を二人で埋める時 約束が交わされる 鏡なんだ 僕ら互いに それぞれのカルマを 映す為の 汚れた手と手で 触り合って 形が解る ここに居るよ 確かに触れるよ 一人分の陽だまりに 僕らは居る 忘れないで いつだって呼んでるから 同じガラス玉の内側の方から そうさ 必ず僕らは出会うだろう 沈めた理由に十字架を建てる時 約束は果たされる 僕らはひとつになる
BUMP OF CHICKEN,アカシア,-1,-1.8685895,3.4843252,2020-11-04,Motoo Fujiwara,アカシア,透明よりも綺麗な あの輝きを確かめにいこう そうやって始まったんだよ たまに忘れるほど強い理由 冷たい雨に濡れる時は 足音比べ 騒ぎながらいこう 太陽の代わりに唄を 君と僕と世界の声で いつか君を見つけた時に 君に僕も見つけてもらったんだな 今 目が合えば笑うだけさ 言葉の外側で ゴールはきっとまだだけど もう死ぬまでいたい場所にいる 隣で (隣で) 君の側で 魂がここだよって叫ぶ 泣いたり笑ったりする時 君の命が揺れる時 誰より (近くで) 特等席で 僕も同じように 息をしていたい 君の一歩は僕より遠い 間違いなく君の凄いところ 足跡は僕の方が多い 間違いなく僕の凄いところ 真っ暗闇が怖い時は 怖さを比べ ふざけながらいこう 太陽がなくたって歩ける 君と照らす世界が見える 言えない事 聞かないままで 消えない傷の意味 知らないままで でも 目が合えば笑えるのさ 涙を挟んでも 転んだら手を貸してもらうよりも 優しい言葉選んでもらうよりも 隣で (隣で) 信じて欲しいんだ どこまでも一緒にいけると ついに辿り着くその時 夢の正体に触れる時 必ず (近くで) 一番側で 君の目に映る 景色にいたい あの輝きを 君に会えたから見えた あの輝きを 確かめにいこう どんな最後が待っていようと もう離せない手を繋いだよ 隣で (隣で) 君の側で 魂がここがいいと叫ぶ そして理由が光る時 僕らを理由が抱きしめる時 誰より (近くで) 特等席で 僕の見た君を 君に伝えたい 君がいる事を 君に伝えたい そうやって始まったんだよ
